TRIS,Trisula International Tbk.,Consumer Cyclicals
VICO,Victoria Investama Tbk.,Financials
WEHA,WEHA Transportasi Indonesia Tbk,Transportation & Logistics
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology
TAMU,Pelayaran Tamarin Samudra Tbk.,Energy
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures
PJAA,Pembangunan Jaya Ancol Tbk,Consumer Cyclicals
BBCA,Bank Central Asia Tbk,Financials
BRPT,Barito Pacific Tbk.,Basic Materials
AKRA,AKR Corporindo Tbk,Energy
SMSM,Selamat Sempurna Tbk,Consumer Cyclicals
PTSN,Sat Nusapersada Tbk,Technology
KIJA,Kawasan Industri Jababeka Tbk,Properties & Real Estate
WAPO,Wahana Pronatural Tbk.,Consumer Non-Cyclicals
BAUT,Mitra Angkasa Sejahtera Tbk.,Consumer Cyclicals
INPC,Bank Artha Graha Internasional ,Financials
ITIC,Indonesian Tobacco Tbk.,Consumer Non-Cyclicals
KEEN,Kencana Energi Lestari Tbk.,Infrastructures
UNIC,Unggul Indah Cahaya Tbk,Basic Materials
ALDO,Alkindo Naratama Tbk.,Basic Materials
MTPS,Meta Epsi Tbk.,Infrastructures
BHIT,MNC Asia Holding Tbk.,Industrials
MTLA,Metropolitan Land Tbk.,Properties & Real Estate
SWAT,Sriwahana Adityakarta Tbk.,Basic Materials
DKFT,Central Omega Resources Tbk.,Basic Materials
COCO,Wahana Interfood Nusantara Tbk.,Consumer Non-Cyclicals
DNAR,Bank Oke Indonesia Tbk.,Financials
GEMA,Gema Grahasarana Tbk,Consumer Cyclicals
GDYR,Goodyear Indonesia Tbk,Consumer Cyclicals
HOKI,Buyung Poetra Sembada Tbk.,Consumer Non-Cyclicals
CPIN,Charoen Pokphand Indonesia Tbk,Consumer Non-Cyclicals
IATA,Karya Pacific Energy Tbk.,Energy
PGUN,Pradiksi Gunatama Tbk.,Consumer Non-Cyclicals
HRTA,Hartadinata Abadi Tbk.,Consumer Cyclicals
HEAL,Medikaloka Hermina Tbk.,Healthcare
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals
MCOL,Prima Andalan Mandiri Tbk.,Energy
ICON,Island Concepts Indonesia Tbk.,Industrials
ESTI,Ever Shine Tex Tbk.,Consumer Cyclicals
LMPI,Langgeng Makmur Industri Tbk.,Consumer Cyclicals
ALTO,Tri Banyan Tirta Tbk.,Consumer Non-Cyclicals
SMCB,Solusi Bangun Indonesia Tbk,Basic Materials
MNCN,Media Nusantara Citra Tbk,Consumer Cyclicals
NELY,Pelayaran Nelly Dwi Putri Tbk.,Transportation & Logistics
NASA,Andalan Perkasa Abadi Tbk.,Properties & Real Estate
NANO,Nanotech Indonesia Global Tbk.,Consumer Non-Cyclicals
CMNP,Citra Marga Nusaphala Persada T,Infrastructures
NFCX,NFC Indonesia Tbk.,Technology
NIRO,City Retail Developments Tbk.,Properties & Real Estate
BBMD,Bank Mestika Dharma Tbk.,Financials
ACES,Aspirasi Hidup Indonesia Tbk.,Consumer Cyclicals
DPNS,Duta Pertiwi Nusantara Tbk,Basic Materials
TKIM,Pabrik Kertas Tjiwi Kimia Tbk,Basic Materials
SILO,Siloam International Hospitals ,Healthcare
INRU,Toba Pulp Lestari Tbk.,Basic Materials
GOTO,GoTo Gojek Tokopedia Tbk.,Technology
INTP,Indocement Tunggal Prakarsa Tbk,Basic Materials
LMSH,Lionmesh Prima Tbk.,Basic Materials
VICI,Victoria Care Indonesia Tbk.,Consumer Non-Cyclicals
SMGR,Semen Indonesia (Persero) Tbk.,Basic Materials
POLL,Pollux Properties Indonesia Tbk,Properties & Real Estate
WICO,Wicaksana Overseas Internationa,Consumer Non-Cyclicals
TELE,Omni Inovasi Indonesia Tbk.,Consumer Cyclicals
SMBR,Semen Baturaja (Persero) Tbk.,Basic Materials
IBST,Inti Bangun Sejahtera Tbk.,Infrastructures
SMAR,Sinar Mas Agro Resources and Te,Consumer Non-Cyclicals
ERAA,Erajaya Swasembada Tbk.,Consumer Cyclicals
ZBRA,Dosni Roha Indonesia Tbk.,Industrials
ZINC,Kapuas Prima Coal Tbk.,Basic Materials
MFMI,Multifiling Mitra Indonesia Tbk,Industrials
PTDU,Djasa Ubersakti Tbk.,Infrastructures
PLIN,Plaza Indonesia Realty Tbk,Properties & Real Estate
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclicals
WIKA,Wijaya Karya (Persero) Tbk,Infrastructures
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Non-Cyclicals
HITS,Humpuss Intermoda Transportasi ,Energy
PPRO,PP Properti Tbk.,Properties & Real Estate
TGRA,Terregra Asia Energy Tbk.,Infrastructures
